식품명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),나트륨(mg),칼륨(mg),칼슘(mg),철(mg),비타민 A(μg RAE),비타민 C(mg),비타민 D(μg),포화지방산(g),콜레스테롤(mg)
청경채나물,14,56.8,1.06,0.58,1.59,0.23,156.0,224.0,53.0,0.28,38.0,10.9,0.0,0.09,0.02
톳나물_두부,30,53.1,2.67,1.6,2.55,0.18,156.0,28.0,83.0,2.0,14.0,1.81,0.0,0.24,0.0
간재미회무침,47,48.1,4.73,0.47,6.47,3.57,164.0,154.0,54.0,0.37,27.0,2.84,0.64,0.09,16.06
개고기무침,121,49.3,7.63,8.82,3.76,0.9,111.0,195.0,42.0,1.95,65.0,2.22,0.0,1.64,13.49
곤약무침_마요네즈,83,51.5,0.7,7.7,3.62,1.12,119.0,33.0,46.0,0.26,11.0,1.61,0.0,1.15,2.79
과일샐러드,75,39.3,0.38,5.49,6.74,4.79,37.0,74.0,6.0,0.12,8.0,3.82,0.0,0.81,1.73
김무침,83,11.2,7.92,4.04,12.69,2.15,557.0,579.0,69.0,2.97,302.0,16.13,0.0,0.49,0.0
더덕무침,65,36.1,1.29,0.65,14.72,4.26,148.0,156.0,19.0,0.53,21.0,2.71,0.0,0.11,0.02
돌나물,24,26.5,0.64,0.39,5.23,2.46,154.0,81.0,48.0,0.28,38.0,25.15,0.0,0.07,0.0
마늘장아찌무침,99,44.3,1.88,0.7,21.85,11.66,805.0,90.0,10.0,0.35,21.0,0.02,0.0,0.12,0.0
모자반무침,19,51.2,1.29,0.4,4.36,1.3,186.0,81.0,91.0,0.96,7.0,1.66,0.0,0.07,0.01
배추겉절이,23,46.7,1.26,0.39,4.52,2.22,274.0,203.0,26.0,0.43,25.0,5.64,0.01,0.07,0.53
비빔밥_소고기_양념장,87,22.2,2.75,1.34,15.69,1.19,104.0,110.0,10.0,0.53,27.0,1.44,0.02,0.34,6.35
비빔밥_열무_양념장,114,35.7,3.35,1.28,22.08,1.94,200.0,160.0,27.0,0.69,39.0,1.15,0.06,0.32,11.27
수수밥,121,4.2,2.25,0.17,26.41,0.02,2.0,62.0,2.0,0.49,0.0,0.0,0.0,0.05,0.0
영양돌솥밥,111,8.7,2.35,0.31,23.8,0.66,80.0,95.0,5.0,0.54,6.0,0.74,0.0,0.07,0.0
율무밥,118,4.1,2.28,0.18,25.52,0.01,2.0,59.0,2.0,0.5,0.0,0.0,0.0,0.05,0.0
짜장밥,134,36.1,4.0,1.54,25.26,1.96,259.0,167.0,12.0,0.58,18.0,3.06,0.02,0.34,3.73
차조밥,119,4.2,2.21,0.2,25.77,0.03,2.0,59.0,2.0,0.51,0.0,0.0,0.0,0.05,0.0
콩나물밥_양념장,110,24.3,3.39,1.29,20.65,0.31,148.0,116.0,12.0,0.64,11.0,0.48,0.0,0.29,2.13
쫄볶이,150,76.2,4.7,1.41,29.37,3.97,652.0,129.0,42.0,0.37,28.0,0.95,0.05,0.58,10.84
파래볶음,53,2.1,3.28,2.88,8.21,1.98,197.0,4.0,91.0,2.31,0.0,1.32,0.0,0.43,0.0
표고버섯볶음_표고버섯,19,49.0,1.11,1.0,3.47,0.4,102.0,99.0,5.0,0.33,0.0,0.28,0.0,0.13,0.0
표고버섯볶음_표고버섯_채소,22,52.2,1.12,1.19,3.76,0.75,130.0,108.0,7.0,0.33,11.0,1.87,0.0,0.17,0.01
호박볶음_호박,27,57.4,0.84,1.32,3.53,1.62,234.0,144.0,17.0,0.18,15.0,3.28,0.0,0.19,1.31
호박볶음_호박_채소,34,59.4,0.86,1.96,3.68,1.78,144.0,147.0,16.0,0.19,22.0,3.97,0.0,0.29,0.98
가자미조림,62,50.8,7.9,1.37,4.41,1.51,241.0,233.0,21.0,0.41,11.0,3.52,5.26,0.24,32.1
갈치조림_무,65,53.8,6.31,2.4,4.44,1.78,232.0,213.0,23.0,0.52,19.0,3.27,2.94,0.67,21.47
감자조림,66,49.1,1.58,0.85,13.29,1.89,242.0,247.0,7.0,0.41,4.0,5.82,0.0,0.14,0.0
고등어조림_배추김치,75,64.8,6.5,3.45,4.32,1.81,299.0,238.0,34.0,0.77,22.0,3.66,1.28,0.88,16.87
고추조림_멸치,57,34.5,7.08,1.21,4.69,1.24,464.0,201.0,257.0,1.44,15.0,16.46,0.81,0.24,63.41
꽁치조림_채소,72,46.8,8.85,1.9,4.75,1.7,180.0,172.0,22.0,0.82,24.0,2.31,5.32,0.34,24.65
달걀조림,109,51.8,9.01,4.79,6.53,1.5,498.0,122.0,34.0,1.23,50.0,0.04,1.1,1.63,190.34
닭도리탕,78,44.6,6.51,3.34,5.6,1.55,166.0,141.0,9.0,0.5,37.0,2.2,0.0,0.89,22.56
버섯조림,33,53.4,2.04,0.74,6.83,1.55,260.0,172.0,6.0,0.33,5.0,0.71,0.01,0.13,0.45
연근조림,71,41.1,1.54,1.04,14.28,2.71,293.0,248.0,16.0,0.48,0.0,12.69,0.0,0.17,0.0
장조림_메추리알,96,47.0,6.62,4.94,5.61,1.08,314.0,107.0,33.0,1.39,96.0,4.17,1.05,1.61,172.29
고구마맛탕,160,34.1,0.61,3.66,31.45,11.22,10.0,197.0,11.0,0.29,1.0,3.74,0.0,0.52,0.0
깐쇼새우,150,43.3,7.9,6.28,14.7,5.31,266.0,113.0,27.0,1.49,29.0,2.04,0.13,1.25,65.29
생선까스_소스,232,46.7,7.58,18.96,7.25,0.54,201.0,65.0,6.0,0.41,2.0,0.55,0.11,2.79,40.24
냉이나물,33,42.5,2.4,0.86,5.44,1.18,182.0,148.0,95.0,6.17,46.0,11.94,0.0,0.14,0.01
시래기나물_간장_소금,30,43.7,0.93,1.92,2.65,0.08,197.0,13.0,52.0,0.74,67.0,0.13,0.0,0.24,0.01
돼지고기볶음_돼지고기_오징어,136,55.5,8.77,8.22,6.89,2.9,214.0,253.0,12.0,0.42,32.0,2.21,1.34,3.08,62.93
돼지고기볶음_돼지고기_채소,106,47.4,7.77,5.85,5.65,2.69,171.0,213.0,11.0,0.46,31.0,2.51,0.24,2.12,24.0
두부김치_돼지고기,84,72.3,6.76,4.44,4.06,1.34,203.0,191.0,45.0,0.92,11.0,2.21,0.08,1.07,8.47
멸치볶음_꽈리고추,79,28.7,8.03,2.74,5.59,1.46,468.0,205.0,369.0,1.97,14.0,13.72,0.6,0.46,72.49
멸치볶음(멸치만),114,11.2,14.9,3.41,5.15,1.72,770.0,250.0,718.0,3.56,6.0,0.06,1.15,0.62,147.45
미역줄기볶음_미역줄기,39,47.7,1.23,3.12,3.14,0.34,315.0,957.0,67.0,0.28,15.0,6.24,0.0,0.48,0.03
새송이버섯볶음_새송이버섯,25,44.0,1.52,1.61,3.46,0.28,163.0,151.0,4.0,0.22,0.0,0.46,0.0,0.22,0.0
새송이버섯볶음_새송이버섯_채소,25,45.9,1.4,1.5,3.51,0.54,146.0,151.0,5.0,0.23,12.0,2.58,0.0,0.21,0.0
소시지볶음_채소,134,44.1,7.01,8.95,6.15,2.13,439.0,178.0,12.0,0.35,16.0,22.12,0.06,2.73,29.59
순대볶음_곱창,115,62.9,5.45,4.74,13.19,2.63,312.0,194.0,39.0,2.5,71.0,2.53,0.05,1.59,50.29
어묵볶음_어묵,89,31.1,5.07,2.93,11.02,2.39,399.0,81.0,23.0,0.32,16.0,0.27,0.0,0.5,8.01
어묵볶음_어묵_채소,80,33.3,4.23,2.76,9.87,2.36,345.0,77.0,21.0,0.28,21.0,1.81,0.0,0.47,6.6
오리볶음,171,64.9,10.47,11.27,7.3,2.65,254.0,247.0,20.0,1.22,51.0,1.93,1.12,3.59,52.0
오징어볶음_채소,88,67.2,10.06,2.16,7.23,3.38,288.0,307.0,18.0,0.38,43.0,2.82,2.89,0.41,110.47
오징어채볶음,164,13.6,25.48,3.41,6.56,2.35,522.0,263.0,18.0,1.28,9.0,0.07,8.11,0.56,110.69
유산슬,71,77.4,9.09,1.96,4.84,0.59,461.0,184.0,63.0,1.93,9.0,1.73,0.43,0.4,44.66
잔멸치볶음_잔멸치,118,15.4,14.05,3.94,5.82,2.35,913.0,185.0,203.0,0.35,2.0,0.07,5.53,0.75,139.29
잔멸치볶음_잔멸치_견과류,163,11.6,13.61,9.76,6.13,1.82,669.0,217.0,175.0,0.9,0.0,0.02,4.19,1.28,105.7
잔멸치볶음_잔멸치_꽈리고추,64,24.8,7.65,2.23,3.1,0.89,519.0,149.0,109.0,0.3,8.0,10.2,2.86,0.42,72.13
주꾸미볶음_채소,74,79.8,6.94,1.91,7.99,3.13,142.0,181.0,27.0,1.1,40.0,3.33,0.0,0.31,150.16
중식잡채,83,39.9,2.3,2.24,13.58,1.13,112.0,86.0,21.0,0.79,13.0,2.65,0.02,0.54,5.34
부추전,142,30.4,3.48,4.23,21.35,1.16,165.0,56.0,16.0,0.93,17.0,2.51,0.06,0.72,11.35
새송이버섯전,63,48.3,3.16,3.73,5.89,0.17,93.0,154.0,8.0,0.42,19.0,0.84,0.23,0.74,41.21
어육소시지전,177,56.9,8.23,10.14,12.73,2.04,441.0,54.0,32.0,0.63,27.0,10.92,0.32,2.82,72.72
장떡,197,27.1,3.67,7.64,27.28,2.26,267.0,106.0,16.0,0.59,28.0,2.71,0.0,1.16,0.0
채소전,154,36.4,3.38,5.63,21.39,1.21,174.0,113.0,16.0,0.64,30.0,2.71,0.05,0.91,9.58
파래전,197,29.9,4.74,5.03,31.77,0.83,283.0,92.0,25.0,1.13,16.0,7.44,0.07,0.84,12.99
호박전,84,48.5,2.18,5.27,6.78,1.16,202.0,117.0,15.0,0.31,25.0,2.92,0.17,0.89,31.36
가지볶음_가지,35,52.8,0.9,2.17,3.36,1.55,207.0,139.0,12.0,0.22,4.0,0.41,0.0,0.33,0.01
가지볶음_가지_고추,27,54.2,0.91,1.27,3.36,1.65,163.0,142.0,11.0,0.21,4.0,1.33,0.0,0.2,0.0
가지볶음_가지_당근,37,60.5,0.93,1.94,4.56,2.21,169.0,155.0,13.0,0.22,19.0,0.63,0.0,0.3,0.01
감자볶음_감자,52,50.1,1.23,1.31,8.95,0.19,162.0,243.0,7.0,0.35,0.0,6.23,0.0,0.21,0.0
감자볶음_감자_당근,47,45.8,1.08,1.36,7.79,0.42,125.0,215.0,7.0,0.31,15.0,5.35,0.0,0.21,0.0
건새우볶음_건새우,120,6.6,15.53,3.87,4.96,1.35,1065.0,202.0,1125.0,4.36,4.0,0.02,0.08,0.64,99.51
건새우볶음_건새우_꽈리고추,71,23.1,7.11,2.3,5.65,1.46,510.0,154.0,479.0,2.0,11.0,11.04,0.03,0.37,41.92
건표고버섯볶음_건표고버섯,37,18.9,2.03,1.99,7.51,0.66,146.0,215.0,5.0,0.41,0.0,0.25,0.0,0.23,0.01
고추잡채,67,62.4,4.18,3.91,4.21,1.49,159.0,150.0,13.0,0.44,12.0,8.52,0.05,0.9,14.49
김치볶음_김치,34,51.9,0.98,1.62,3.76,1.97,347.0,152.0,34.0,0.42,15.0,3.17,0.0,0.21,0.0
느타리버섯볶음_느타리버섯,21,42.2,1.25,1.42,2.36,0.5,130.0,117.0,3.0,0.37,0.0,0.3,0.0,0.21,0.01
느타리버섯볶음_느타리버섯_채소,20,49.1,1.32,1.1,2.87,0.78,108.0,134.0,5.0,0.38,12.0,1.81,0.0,0.16,0.0
닭모래집볶음,72,55.3,8.19,2.28,3.82,1.35,159.0,146.0,10.0,0.9,25.0,2.46,0.0,0.57,84.28
돼지고기볶음_돼지고기,134,48.6,9.53,7.88,6.43,2.85,168.0,244.0,9.0,0.54,28.0,1.26,0.3,2.69,29.86
돼지고기볶음_돼지고기_버섯,102,53.9,8.41,4.87,6.51,2.95,211.0,240.0,10.0,0.52,26.0,2.1,0.24,1.71,23.16
굴비구이,122,8.7,11.83,7.4,0.98,0.0,109.0,86.0,18.0,3.81,0.0,0.0,6.32,1.52,39.75
꽁치구이,80,29.2,9.39,3.97,0.79,0.0,235.0,64.0,18.0,0.71,9.0,0.41,6.11,0.64,28.29
닭구이,76,29.2,7.07,3.77,3.01,1.98,250.0,59.0,7.0,0.41,20.0,0.21,0.0,1.05,25.71
더덕구이,108,50.6,1.86,2.14,22.34,6.76,333.0,219.0,25.0,0.8,43.0,3.3,0.0,0.27,0.0
돼지갈비구이_간장,129,36.4,7.96,7.78,6.56,3.35,215.0,154.0,7.0,0.42,3.0,0.65,0.05,2.12,31.58
삼치구이,64,36.0,9.55,2.38,0.47,0.0,166.0,185.0,3.0,0.06,0.0,0.0,3.31,0.5,34.03
소내장구이,92,59.1,6.75,6.53,0.75,0.1,57.0,90.0,9.0,1.37,4.0,2.13,0.0,1.83,120.37
소불고기_버섯,97,45.2,6.07,5.35,6.58,2.37,214.0,160.0,9.0,0.98,10.0,0.89,0.0,2.02,19.73
오리고기로스,174,49.7,11.76,13.5,0.5,0.28,161.0,162.0,12.0,1.13,25.0,0.42,1.38,4.34,64.01
옥돔구이,39,19.8,4.91,1.92,0.11,0.0,33.0,1.0,9.0,0.22,6.0,0.11,0.54,0.34,23.02
옥수수구이,148,47.8,1.43,9.01,15.41,4.0,173.0,130.0,5.0,0.29,17.0,2.94,0.0,1.55,3.84
옥수수구이_치즈,140,45.2,4.4,7.41,13.6,3.53,185.0,117.0,113.0,0.27,10.0,2.96,0.0,2.07,8.79
장어구이_고추장,134,49.3,10.05,8.25,4.82,1.88,207.0,191.0,64.0,0.99,540.0,1.08,7.98,2.22,113.37
장어구이_소금,137,43.8,9.94,10.37,0.23,0.0,196.0,154.0,83.0,1.02,616.0,0.71,9.91,2.86,122.84
전어구이,33,23.1,5.86,0.82,0.06,0.0,193.0,1.0,44.0,0.37,0.0,0.0,2.75,0.25,21.38
황태구이_양념,144,15.2,20.64,3.78,5.91,2.33,304.0,376.0,110.0,0.97,20.0,0.72,0.61,0.58,50.61
감자전,93,48.7,1.98,3.24,13.75,0.38,69.0,230.0,9.0,0.41,10.0,6.04,0.02,0.52,4.03
굴전,123,44.8,6.25,6.27,9.54,0.74,58.0,49.0,41.0,1.69,34.0,2.28,0.24,1.12,56.82
김치전,122,30.8,3.03,3.1,19.35,1.1,235.0,105.0,22.0,0.38,12.0,2.04,0.03,0.51,6.15
녹두빈대떡_돼지고기,175,24.8,9.41,5.64,21.4,0.29,109.0,511.0,38.0,1.48,12.0,3.43,0.04,1.15,4.57
달걀부침(달걀후라이),156,60.7,9.95,11.07,2.76,0.18,394.0,106.0,42.0,1.44,109.0,0.0,1.44,2.81,263.03
동태전,109,51.0,9.74,4.99,5.08,0.11,264.0,143.0,32.0,0.44,26.0,0.71,0.49,0.93,76.09
알탕_해물,46,108.8,6.82,1.03,2.29,0.55,156.0,129.0,25.0,1.67,26.0,1.58,2.33,0.15,96.76
오리백숙,124,30.0,7.36,7.72,5.57,0.54,68.0,123.0,8.0,0.82,14.0,0.66,0.8,2.51,36.99
오리탕,104,55.6,6.68,6.98,3.71,0.94,137.0,187.0,20.0,0.87,32.0,2.16,0.67,2.16,31.11
가오리콩나물찜,29,42.5,2.68,0.84,3.5,0.69,111.0,125.0,27.0,0.42,13.0,0.95,0.14,0.15,4.13
김치찜_돼지고기,88,90.8,6.54,4.7,4.62,1.96,355.0,229.0,36.0,0.84,16.0,2.96,0.14,1.6,15.23
깻잎찜,48,49.0,3.04,1.02,8.1,1.54,535.0,265.0,118.0,1.01,247.0,2.12,0.0,0.17,0.01
꼬막찜,30,28.3,4.01,0.54,2.19,0.62,193.0,47.0,28.0,1.99,18.0,1.31,0.0,0.09,5.68
꽃게콩나물찜,52,62.8,5.86,1.34,5.1,0.91,209.0,184.0,49.0,0.72,21.0,0.97,0.04,0.21,12.62
꽈리고추찜,41,33.7,1.48,0.76,7.51,0.92,155.0,132.0,11.0,0.34,21.0,19.2,0.0,0.13,0.01
낙지찜,74,59.5,5.47,4.31,3.81,0.89,217.0,186.0,26.0,0.7,13.0,0.82,0.11,0.67,35.53
단호박찜,41,53.9,0.93,0.16,10.04,3.63,2.0,283.0,5.0,0.19,301.0,8.48,0.0,0.03,0.0
대구볼찜,45,59.1,4.23,1.23,5.37,1.09,143.0,167.0,27.0,0.63,24.0,1.11,0.15,0.21,12.08
돼지갈비찜_배추김치,89,72.0,5.86,4.89,5.36,2.21,337.0,225.0,30.0,0.62,19.0,3.28,0.08,1.45,20.35
복찜,36,42.1,3.55,0.92,4.11,0.87,137.0,116.0,22.0,0.46,12.0,1.06,0.49,0.16,5.81
소갈비찜,111,42.2,5.38,7.08,6.45,2.92,291.0,135.0,8.0,1.03,5.0,1.53,0.0,2.46,16.23
소갈비찜_해물,137,58.6,11.41,6.11,8.65,0.7,173.0,185.0,28.0,1.25,36.0,0.44,1.71,2.17,92.67
해물콩나물찜,51,65.7,7.04,1.11,3.83,0.74,139.0,184.0,33.0,1.17,23.0,0.94,0.55,0.2,40.05
홍어찜,41,32.5,7.2,0.54,1.49,0.29,267.0,121.0,108.0,0.54,4.0,0.85,1.1,0.09,29.91
황태콩나물찜,82,52.7,10.17,1.99,6.92,1.74,244.0,327.0,64.0,0.87,31.0,1.12,0.23,0.35,19.43
가자미구이,108,38.6,11.89,5.73,1.26,0.0,240.0,203.0,22.0,0.39,4.0,1.07,8.62,0.89,52.61
갈치구이,147,49.5,12.65,9.81,0.88,0.0,338.0,179.0,32.0,0.7,14.0,0.68,6.75,2.16,48.84
고등어구이,142,29.9,9.51,9.99,2.69,0.0,207.0,146.0,14.0,0.65,6.0,1.7,3.16,2.35,27.09
갈치찌개,45,47.4,4.12,1.57,2.96,0.86,136.0,153.0,16.0,0.36,13.0,2.5,1.91,0.44,13.82
개고기전골,74,64.5,5.56,5.03,2.35,0.53,109.0,148.0,34.0,1.38,52.0,1.36,0.0,1.02,8.91
고추장찌개_두부,56,53.2,5.26,2.13,4.17,1.08,138.0,157.0,17.0,0.5,12.0,1.68,0.08,0.61,8.95
곱창전골,47,64.0,3.57,2.61,2.66,0.77,111.0,104.0,12.0,0.98,19.0,1.23,0.01,0.71,42.7
김치찌개_돼지고기,61,70.2,4.75,2.63,4.5,1.06,237.0,162.0,25.0,0.65,12.0,1.88,0.1,0.83,10.59
낙지전골,35,75.0,4.19,0.6,3.56,0.96,198.0,142.0,16.0,0.8,15.0,1.42,0.0,0.14,4.49
내장전골,58,79.3,5.41,2.88,2.89,0.72,128.0,119.0,18.0,1.59,19.0,1.7,0.02,0.84,51.72
동태찌개,25,60.1,3.25,0.51,2.05,0.6,177.0,119.0,17.0,0.28,10.0,1.25,0.06,0.08,7.81
돼지고기찌개,56,40.1,4.08,3.14,2.85,0.66,144.0,100.0,7.0,0.63,8.0,0.69,0.12,1.17,10.59
두부전골,41,76.5,3.79,1.76,2.87,0.44,109.0,116.0,30.0,0.85,8.0,0.99,0.0,0.26,1.01
매운탕_동태_해물,36,71.2,5.75,0.69,1.76,0.48,145.0,144.0,25.0,0.85,12.0,1.0,0.49,0.1,40.29
매운탕_메기,58,62.1,3.97,1.46,7.37,0.7,267.0,153.0,20.0,0.49,26.0,1.54,0.75,0.42,10.44
매운탕_메기_해물,45,43.5,4.12,1.29,4.4,0.93,229.0,141.0,22.0,0.53,30.0,1.81,0.72,0.33,13.82
매운탕_아귀,25,95.0,3.75,0.34,2.14,0.52,160.0,96.0,13.0,0.77,15.0,0.96,0.2,0.06,11.13
매운탕_우럭,30,51.9,3.5,0.6,2.82,0.7,147.0,163.0,19.0,0.32,15.0,1.43,0.64,0.13,2.76
매운탕_해물,33,74.5,5.49,0.53,1.83,0.52,164.0,145.0,25.0,1.37,9.0,1.2,0.37,0.1,41.49
버섯전골_소고기,59,78.3,4.11,3.02,4.69,1.01,144.0,159.0,11.0,0.86,17.0,1.19,0.0,1.13,10.29
불낙전골,69,94.2,7.0,2.67,4.58,1.15,250.0,198.0,19.0,1.3,19.0,1.54,0.0,0.95,13.06
불낙전골_해물,49,74.9,4.3,2.12,3.48,0.7,119.0,142.0,16.0,0.77,13.0,1.08,0.0,0.73,14.7
소고기샤브샤브,46,78.2,2.95,2.04,4.08,0.4,114.0,85.0,8.0,0.51,9.0,0.75,0.0,0.78,8.24
순대전골,76,80.5,5.61,3.18,6.28,0.68,160.0,110.0,19.0,2.13,22.0,0.69,0.04,1.22,17.49
아귀지리,21,66.1,3.97,0.13,0.89,0.2,87.0,39.0,8.0,0.75,9.0,0.89,0.25,0.02,14.01
카레라이스_채소,95,48.1,2.09,1.18,18.96,1.82,94.0,107.0,9.0,0.47,15.0,1.92,0.0,0.5,0.06
콩나물국밥,60,78.1,2.66,0.73,10.69,0.42,58.0,54.0,22.0,0.43,10.0,0.33,0.11,0.2,19.77
간자장,155,50.9,5.39,2.81,25.98,2.83,345.0,231.0,21.0,0.41,3.0,3.72,0.05,0.61,8.44
간자장_해물,151,54.7,6.9,3.18,22.69,2.45,380.0,220.0,27.0,0.81,4.0,3.51,0.36,0.66,28.99
냉면_물냉면,96,86.8,3.64,0.68,18.29,0.42,197.0,97.0,10.0,0.64,3.0,0.67,0.08,0.21,13.07
메밀소바,86,39.7,2.49,0.32,17.96,1.44,254.0,56.0,7.0,0.32,2.0,0.53,0.0,0.08,0.0
비빔막국수,104,32.7,3.06,0.86,21.47,3.82,256.0,112.0,14.0,0.54,32.0,1.83,0.01,0.17,1.81
우동,71,56.7,2.14,1.1,12.76,0.23,270.0,40.0,14.0,0.22,3.0,0.16,0.0,0.24,0.72
우동_배추김치,65,52.6,1.85,0.79,12.11,0.46,250.0,60.0,14.0,0.23,6.0,0.58,0.0,0.18,0.39
우동_해물,69,50.0,2.94,0.85,11.84,0.45,214.0,54.0,13.0,0.45,6.0,0.51,0.18,0.2,11.11
울면,85,34.8,4.29,0.97,14.05,0.76,158.0,122.0,15.0,0.51,11.0,1.58,0.38,0.24,29.64
자장면,165,47.5,5.4,2.52,29.07,2.89,409.0,238.0,20.0,0.39,1.0,3.13,0.01,0.48,2.39
쟁반짜장,145,51.4,5.85,2.63,23.63,2.42,321.0,210.0,21.0,0.49,6.0,3.39,0.26,0.53,18.56
중식우동,91,34.0,4.73,0.84,15.29,0.82,202.0,142.0,17.0,0.66,11.0,1.63,0.33,0.21,28.82
쫄면,132,25.4,3.93,1.05,26.2,3.82,629.0,104.0,18.0,0.38,27.0,1.58,0.06,0.26,10.82
칼국수_들깨,113,65.5,3.41,2.73,18.42,0.16,149.0,101.0,30.0,0.64,2.0,0.3,0.0,0.25,0.01
해물칼국수,77,65.5,3.09,0.4,14.64,0.22,252.0,65.0,19.0,0.91,4.0,0.61,0.04,0.1,5.06
갈비탕_소금제외,89,77.6,5.5,5.44,4.21,0.39,62.0,100.0,9.0,1.4,3.0,0.52,0.02,1.97,16.97
닭고기육개장,39,77.3,4.96,1.07,2.5,0.46,118.0,120.0,18.0,0.53,21.0,1.0,0.02,0.26,14.81
닭곰탕,50,81.3,6.35,1.8,1.71,0.2,113.0,97.0,15.0,0.61,14.0,0.39,0.01,0.39,18.89
닭백숙,56,16.2,4.23,2.11,4.49,0.37,49.0,37.0,3.0,0.3,10.0,0.34,0.0,0.57,14.75
삼계탕,88,36.9,7.42,3.75,5.64,0.48,58.0,65.0,6.0,0.63,18.0,0.55,0.0,1.01,26.1
팝콘_카라멜,479,3.8,5.92,19.56,69.79,27.42,105.0,161.0,48.0,1.07,,0.36,0.0,10.64,0.76
달걀_삶은것,150,75.0,12.8,10.65,0.63,0.62,127.0,125.0,58.0,2.0,,0.21,1.08,3.02,380.51
달걀_삶은것_노른자,358,49.1,15.66,32.31,1.17,0.23,46.0,90.0,129.0,6.72,,0.16,0.59,8.66,686.62
달걀_삶은것_흰자,48,87.5,11.42,0.29,0.01,0.32,186.0,145.0,10.0,0.37,,0.2,0.0,0.01,2.02
대구포,141,56.4,31.97,0.4,2.33,0.0,3876.0,387.0,155.0,0.0,0.0,0.0,,0.17,107.15
넙치(광어)회덮밥_양념장,77,39.1,4.27,1.06,12.64,1.92,85.0,119.0,18.0,0.35,24.0,1.4,0.61,0.16,7.03
돌솥비빔밥_양념장,86,44.2,2.81,2.07,13.99,1.23,116.0,91.0,17.0,0.57,41.0,2.02,0.21,0.49,29.06
볶음밥_배추김치_참치,105,49.2,5.11,2.58,14.6,1.13,192.0,91.0,16.0,1.1,21.0,1.1,0.73,0.53,30.35
볶음밥_새우,105,43.5,4.86,2.25,15.44,0.95,143.0,54.0,13.0,0.75,25.0,1.28,0.12,0.57,36.99
볶음밥_참치,120,53.3,6.58,2.72,16.4,1.25,221.0,91.0,12.0,1.43,22.0,1.4,1.02,0.49,24.21
볶음밥_해물,106,50.1,5.32,2.19,15.38,1.08,140.0,76.0,13.0,0.71,27.0,0.93,0.57,0.54,51.87
비빔밥_묵_양념장,96,44.0,3.09,2.07,16.34,1.44,265.0,142.0,20.0,0.61,56.0,2.18,0.15,0.42,25.66
비빔밥_참치_양념장,100,50.3,4.82,1.8,16.11,1.72,192.0,121.0,18.0,1.06,34.0,1.85,0.62,0.35,21.05
영양돌솥밥,119,6.9,2.43,0.44,25.29,0.58,2.0,95.0,5.0,0.56,3.0,0.64,0.0,0.08,0.0
오므라이스,117,44.6,3.64,3.33,17.22,2.5,211.0,87.0,12.0,0.5,35.0,1.75,0.26,0.75,48.8
우럭회덮밥_양념장,67,38.9,3.49,0.77,11.47,1.55,64.0,109.0,15.0,0.33,26.0,1.26,0.6,0.14,1.85
주먹밥_배추김치,106,41.2,2.39,1.3,20.81,0.79,144.0,56.0,16.0,0.42,8.0,0.99,0.0,0.19,0.0
주먹밥_참치,131,39.6,4.74,2.71,21.16,0.63,150.0,59.0,13.0,1.05,6.0,0.49,0.58,0.38,3.98
짜장밥,93,45.9,2.85,1.94,15.58,2.14,180.0,87.0,11.0,0.36,7.0,2.31,0.07,0.43,13.49
참치덮밥,108,51.4,5.8,2.13,15.91,2.05,341.0,122.0,12.0,1.44,15.0,1.65,0.98,0.28,6.14
참치회덮밥_양념장,76,37.4,4.73,0.81,12.14,1.65,88.0,101.0,10.0,0.46,27.0,1.19,0.76,0.19,7.44
카레라이스_돼지고기,90,37.3,2.8,1.65,15.73,1.3,76.0,101.0,6.0,0.41,15.0,1.25,0.03,0.59,3.44
레몬청차,60,83.3,0.13,0.01,14.8,16.33,3.0,23.0,13.0,0.0,,5.17,0.0,0.0,0.0
식혜,87,80.4,1.53,1.75,16.21,11.36,2.0,13.0,6.0,0.0,0.0,0.2,,0.04,0.0
고구마_밤고구마_삶은것,132,65.6,2.45,0.12,30.17,18.43,79.0,296.0,58.0,0.7,,5.16,0.0,0.02,0.0
팝콘,511,4.2,8.3,27.34,58.06,0.38,500.0,196.0,5.0,2.26,,0.65,0.0,11.05,0.49
게장_양념,111,73.5,12.24,3.3,8.07,4.93,607.0,338.0,180.0,0.87,,0.85,0.0,0.25,61.44
명란젓_양념,147,65.9,17.96,6.54,3.98,0.0,2044.0,199.0,83.0,0.82,,84.51,0.0,0.72,247.92
조개젓_양념,103,67.8,8.61,2.05,12.61,6.46,3040.0,227.0,145.0,9.93,,8.67,0.0,0.38,35.16
고추장아찌,124,59.7,2.39,0.63,31.49,11.38,2026.0,209.0,16.0,1.1,24.0,11.8,0.0,0.11,0.0
들깻잎장아찌,124,63.6,4.03,0.42,26.0,16.41,1809.0,285.0,178.0,2.34,347.0,12.74,0.0,0.06,0.0
마늘장아찌,113,68.8,2.43,0.16,25.36,15.03,1127.0,69.0,7.0,0.37,0.0,0.0,0.0,0.04,0.0
마늘쫑장아찌,118,66.5,1.96,0.14,27.34,13.02,1410.0,105.0,21.0,0.61,11.0,0.0,0.0,0.04,0.0
마늘쫑장아찌_간장,60,81.6,2.0,1.0,10.8,7.8,1627.0,158.0,31.0,0.0,12.0,1.5,,0.0,0.0
